county_id_fips,AVERAGE of GHG QUANTITY (METRIC TONS CO2e)
48027,541720.9063
48029,773386.4592
48035,910677.375
48037,52877.45455
48039,1125564.85
48041,89939.06452
48047,86086.33333
48049,29480.77778
48053,188599.4167
48055,33025.66667
48057,958605.1408
48061,78403
48067,124987.069
48071,537142.2231
48073,121606.625
48081,95419.91667
48085,85898.21053
48089,215283.5417
48091,759202.9583
48103,123768.6667
48111,33010.5
48113,168270.6
48117,93311.40909
48119,21586
48121,76275.98496
48123,133680.6842
48127,34624
48131,107520
48133,54118
48135,733557.8542
48139,554726.8889
48141,321444.3667
48147,60272.21429
48149,5235990
48151,39651.91667
48157,3623712.778
48161,357603.0952
48163,104082.5238
48165,440353.6667
48167,1010427.519
48173,61559
48175,3816852.083
48177,37738.11111
48179,67308.66667
48181,357594.8333
48183,86127.65625
48185,1011918.178
48187,852660.7708
48189,120491.1
48195,78047.125
48197,34685
48199,58384.375
48201,355651.2195
48203,894206.8018
48209,1128038.708
48211,50165.66129
48213,36402.02632
48215,473130.7767
48217,53669.8
48219,61476.88889
48221,367571.5938
48225,11823.25
48227,347076.9167
48231,57866.91667
48233,477127.1935
48235,32694.41667
48237,956611.375
48239,59161.5
48241,172360.2759
48245,925781.7006
48249,63092.57143
48251,94723.12281
48253,26268.5
48255,54005.85294
48257,1850351.958
48259,58519
48263,135935.5
48265,8367.714286
48267,61748.6
48277,355290.3261
48279,3106763.125
48283,83152.7907
48285,148215.9474
48289,107300.6087
48291,126773.5
48293,5157532.625
48297,492299.5556
48299,874227.8333
48301,52446.5
48303,191588.7849
48309,748071.8657
48311,63357.25
48315,325892.2381
48317,42523.125
48321,131843.2745
48329,242274.8392
48335,23738.18182
48337,121372.8222
48339,224097.8186
48341,409459.3
48343,7263.75
48347,37635.6
48349,100502.375
48351,1254807.167
48353,149499.9231
48355,681872.6601
48361,696997.913
48363,138424.625
48365,88238.88608
48367,49831.25806
48369,71904.27273
48371,68390.475
48373,88472.08333
48375,1035475.875
48381,62108.33333
48383,41948.69231
48389,146212.6364
48391,98464.92857
48393,26500.41667
48395,3520697.04
48401,4018296.125
48407,146847.5833
48409,736153.5294
48415,191625.9118
48417,64667
48419,49468.7931
48423,191672.4493
48427,24310.33333
48435,27777.5
48439,96029.67335
48445,27037.88889
48449,2578971.057
48451,43670.5
48453,197129.1495
48457,9984.8
48461,144788.6462
48465,109073
48467,13901.66667
48469,488278.4211
48471,16127
48473,52714.66667
48475,99622
48477,106046.1667
48479,125757.7742
48481,377067.6304
48483,35694.01449
48485,105804.6154
48487,2922721.75
48491,77451.5
48493,32355.375
48495,50064.47619
48497,348982.4615
48499,74163
48501,285909.8197
49001,45676.18182
49003,102859.8571
49005,38406.40541
49007,231817.8627
49011,227192.0139
49013,52852.16667
49015,7065593.042
49023,716431.9583
49027,2978501.571
49029,585685.5
49035,145694.6438
49037,56741.66667
49043,39400.4
49045,220489.8286
49047,1605920.192
49049,316487.5882
49053,61812.16667
49057,64146.65789
50001,22348.7
50007,101245.4324
50011,37393
50019,72133.5
50021,14527.40909
50023,11428.52941
51001,58768.72222
51003,13912.22222
51005,1388467.833
51007,133042.3333
51009,100820.6429
51011,44107.75
51015,105156.6
51019,31954.22222
51023,762688.25
51025,856811.3158
51027,393237.9538
51029,1357558.182
51031,29270.11429
51033,375184.8333
51035,37974.5
51036,77955.5
51041,1082770.234
51051,27611.81818
51053,90709.1
51059,94908.8
51061,252666.069
51065,1189689.045
51067,55485.55556
51069,77305.93333
51071,493230.0968
51073,107417.0833
51081,1103136.429
51083,4417862.917
51085,1035810.739
51087,51308.91667
51093,101647.9429
51095,47414.16667
51097,153017.0833
51099,372100.5
51101,290306.0833
51105,93796.66667
51107,26697
51109,308435.6667
51111,43309.5
51117,163293.36
51121,63641.06667
51125,121761
51127,153533
51137,39250.29167
51139,56666.25
51143,51066.04348
51153,550068.1471
51155,31699.47059
51161,53272.6
51163,29801.28571
51165,31326.02778
51167,312736.5417
51171,122658.4762
51175,68456.875
51177,58349.91667
51179,28809.5
51181,66448.41667
51183,153981.5
51185,47703.22222
51187,2599879.25
51191,58584.16667
51195,430725.6203
51197,18740
51199,492510.6471
51510,117098.5833
51515,192662.4286
51520,151681.6667
51530,43862
51540,51646.125
51550,38487.25
51580,36293.25
51590,62549.91667
51600,140420
51620,51704.66667
51650,42686.875
51660,24140.5
51670,474487.3729
51680,55476.72727
51683,289935.8182
51690,24363.83333
51700,49574.47619
51710,42501.33333
51730,78504.85714
51740,180044.8
51750,335578.5
51760,91508.88158
51770,72755.78571
51775,162713.5
51790,93076
51810,15128.2
51820,50165.41667
53001,81570.79167
53005,60157.47727
53007,215887.7
53011,194920.8
53013,0
53015,200614.3253
53017,36247.75
53021,41797.95833
53025,47081.24138
53027,306580.0606
53031,77643.08333
53033,87530.51261
53035,1962.583333
53039,266596.7647
53041,1567418.236
53045,942
53053,95123.01739
53057,547065.4667
53059,17236.71429
53061,46772.125
53063,50378.36585
53065,19897
53071,109398.9167
53073,618890.2083
53075,55965
53077,66462
54001,422475.9091
54003,285013.9744
54005,40311.02632
54007,14677.75
54009,147761.75
54011,80373.84615
54017,60312.17143
54021,69605.375
54023,7852518.75
54029,202038.7083
54031,40827.52174
54033,1507555.033
54035,116735.75
54037,25570.27273
54039,162354.229
54041,39105.63636
54045,201980.1613
54049,994419.5714
54051,1056402.19
54053,2087792.067
54055,39014.77273
54057,25533.08333
54059,57197.31818
54061,1612278.833
54069,206998.6087
54071,255475.2353
54073,2196895.897
54077,144721.4
54079,4512200.559
54081,310775.9091
54083,40959.66667
54085,54393.81818
54091,539386.4444
54095,33449.83333
54097,96337.6
54099,44976.24242
54103,41690.2
54107,313799.3611
54109,992103.2
55003,47930.25
55007,16259.5
55009,190164.5865
55011,1431856.294
55015,59254.16667
55017,38596.24242
55019,29620.85714
55021,1688587.563
55025,77607.52381
55027,38485.79545
55031,285812.1667
55033,89592.79167
55035,28462.05263
55039,132496.8387
55043,766246.25
55045,93556.25
55047,43874.58333
55055,138849.125
55057,103944.8333
55059,2029049.794
55063,42365.375
55069,215145.3333
55071,103405.1591
55073,846977.6176
55075,39238.54286
55079,845116.6941
55083,32497.41667
55085,220426.9167
55087,296534.0462
55089,1001503.583
55097,52476.1875
55099,51294.41667
55101,41079.5
55105,223611.3273
55107,32240.08333
55111,69861.58333
55115,31091.83333
55117,932422.3542
55119,20271.25
55123,1311360.083
55127,37342.72222
55129,36517.58333
55131,16486
55133,58124.85294
55135,145202.2917
55139,55658.54878
55141,217953.4615
56001,202941.0526
56003,36880.44444
56005,983809.8727
56007,417629.7188
56009,1141780.833
56013,183441.9091
56015,89083
56021,355348.3659
56023,1724842.028
56025,109806.2
56029,133120.0588
56031,11827438.25
56033,828543.4
56035,93634.57143
56037,1458976.632
56041,38497.65789
56043,28909.25
56045,95513
66010,362982.1667
72013,140251.087
72017,95403.66667
72023,21069.5
72031,48270.29167
72037,1269.666667
72051,174046.4545
72053,53188.41667
72057,2007445.619
72059,1987767.833
72061,58555.33333
72069,74872.13333
72077,30913.83333
72097,110048.5556
72111,1424794.167
72113,357372.7778
72123,1563520.522
72127,46918.16667
72135,80469.5
72137,769514.8261
72145,934.6666667
72153,65248.875
78010,185527.9394
78030,392020.2
None,351134.4142
Grand Total,414037.9923
