,State,County,Year,Days with AQI,Hazardous Days,Max AQI,90th Percentile AQI,Days Ozone,cnty_state,county_id_fips
959,Virginia,Stafford,2018,264,0,112,50,245,"Stafford County, Virginia",51179
960,Virginia,Suffolk City,2018,245,0,87,50,245,"Suffolk City County, Virginia",51800
961,Virginia,Virginia Beach City,2018,107,0,65,49,0,"Virginia Beach City County, Virginia",51810
962,Virginia,Winchester City,2018,60,0,20,16,0,"Winchester City County, Virginia",51840
963,Virginia,Wythe,2018,237,0,84,54,237,"Wythe County, Virginia",51197
964,Washington,Adams,2018,350,0,183,52,0,"Adams County, Washington",53001
965,Washington,Asotin,2018,325,0,187,68,0,"Asotin County, Washington",53003
966,Washington,Benton,2018,365,0,178,65,129,"Benton County, Washington",53005
967,Washington,Chelan,2018,365,1,426,69,0,"Chelan County, Washington",53007
968,Washington,Clallam,2018,365,0,205,55,182,"Clallam County, Washington",53009
969,Washington,Clark,2018,365,0,135,55,130,"Clark County, Washington",53011
970,Washington,Columbia,2018,307,0,181,53,0,"Columbia County, Washington",53013
971,Washington,Cowlitz,2018,365,0,152,45,0,"Cowlitz County, Washington",53015
972,Washington,Franklin,2018,360,0,174,52,0,"Franklin County, Washington",53021
973,Washington,Garfield,2018,364,0,166,46,0,"Garfield County, Washington",53023
974,Washington,Grant,2018,365,0,248,59,0,"Grant County, Washington",53025
975,Washington,Grays Harbor,2018,365,0,163,39,0,"Grays Harbor County, Washington",53027
976,Washington,Jefferson,2018,359,0,176,36,0,"Jefferson County, Washington",53031
977,Washington,King,2018,365,0,192,68,109,"King County, Washington",53033
978,Washington,Kitsap,2018,349,0,172,34,0,"Kitsap County, Washington",53035
979,Washington,Kittitas,2018,358,0,197,57,0,"Kittitas County, Washington",53037
980,Washington,Klickitat,2018,257,0,157,58,0,"Klickitat County, Washington",53039
981,Washington,Lewis,2018,365,0,167,53,0,"Lewis County, Washington",53041
982,Washington,Mason,2018,365,0,164,49,0,"Mason County, Washington",53045
983,Washington,Okanogan,2018,365,1,311,79,0,"Okanogan County, Washington",53047
984,Washington,Pierce,2018,365,0,178,73,240,"Pierce County, Washington",53053
985,Washington,Skagit,2018,365,0,180,42,195,"Skagit County, Washington",53057
986,Washington,Snohomish,2018,365,0,177,64,0,"Snohomish County, Washington",53061
987,Washington,Spokane,2018,365,0,257,71,111,"Spokane County, Washington",53063
988,Washington,Stevens,2018,365,0,197,70,0,"Stevens County, Washington",53065
989,Washington,Thurston,2018,343,0,173,53,133,"Thurston County, Washington",53067
990,Washington,Walla Walla,2018,365,0,217,57,0,"Walla Walla County, Washington",53071
991,Washington,Whatcom,2018,365,0,182,77,56,"Whatcom County, Washington",53073
992,Washington,Whitman,2018,365,0,177,52,0,"Whitman County, Washington",53075
993,Washington,Yakima,2018,365,0,214,79,0,"Yakima County, Washington",53077
994,West Virginia,Berkeley,2018,281,0,87,52,221,"Berkeley County, West Virginia",54003
995,West Virginia,Brooke,2018,365,0,110,52,0,"Brooke County, West Virginia",54009
996,West Virginia,Cabell,2018,282,0,100,55,217,"Cabell County, West Virginia",54011
997,West Virginia,Gilmer,2018,360,0,90,44,360,"Gilmer County, West Virginia",54021
998,West Virginia,Greenbrier,2018,232,0,84,48,232,"Greenbrier County, West Virginia",54025
999,West Virginia,Hancock,2018,365,0,105,54,208,"Hancock County, West Virginia",54029
1000,West Virginia,Harrison,2018,117,0,61,52,0,"Harrison County, West Virginia",54033
1001,West Virginia,Kanawha,2018,365,0,105,55,168,"Kanawha County, West Virginia",54039
1002,West Virginia,Marion,2018,117,0,63,51,0,"Marion County, West Virginia",54049
1003,West Virginia,Marshall,2018,365,0,93,56,0,"Marshall County, West Virginia",54051
1004,West Virginia,Mason,2018,347,0,124,23,0,"Mason County, West Virginia",54053
1005,West Virginia,Mineral,2018,362,0,200,61,0,"Mineral County, West Virginia",54057
1006,West Virginia,Monongalia,2018,341,0,93,49,224,"Monongalia County, West Virginia",54061
1007,West Virginia,Ohio,2018,283,0,105,58,233,"Ohio County, West Virginia",54069
1008,West Virginia,Tucker,2018,365,0,74,48,359,"Tucker County, West Virginia",54093
1009,West Virginia,Wood,2018,363,0,77,47,220,"Wood County, West Virginia",54107
1010,Wisconsin,Ashland,2018,360,0,84,49,332,"Ashland County, Wisconsin",55003
1011,Wisconsin,Brown,2018,365,0,105,56,209,"Brown County, Wisconsin",55009
1012,Wisconsin,Columbia,2018,246,0,122,51,246,"Columbia County, Wisconsin",55021
1013,Wisconsin,Dane,2018,365,0,112,64,173,"Dane County, Wisconsin",55025
1014,Wisconsin,Dodge,2018,365,0,133,64,251,"Dodge County, Wisconsin",55027
1015,Wisconsin,Door,2018,224,0,133,51,224,"Door County, Wisconsin",55029
1016,Wisconsin,Eau Claire,2018,365,0,129,62,190,"Eau Claire County, Wisconsin",55035
1017,Wisconsin,Fond du Lac,2018,244,0,101,54,244,"Fond du Lac County, Wisconsin",55039
1018,Wisconsin,Forest,2018,365,0,93,54,321,"Forest County, Wisconsin",55041
1019,Wisconsin,Grant,2018,351,0,81,55,0,"Grant County, Wisconsin",55043
1020,Wisconsin,Jefferson,2018,243,0,126,58,243,"Jefferson County, Wisconsin",55055
1021,Wisconsin,Kenosha,2018,365,0,166,74,230,"Kenosha County, Wisconsin",55059
1022,Wisconsin,Kewaunee,2018,240,0,151,64,240,"Kewaunee County, Wisconsin",55061
1023,Wisconsin,La Crosse,2018,365,0,97,59,186,"La Crosse County, Wisconsin",55063
1024,Wisconsin,Manitowoc,2018,239,0,169,64,239,"Manitowoc County, Wisconsin",55071
1025,Wisconsin,Marathon,2018,232,0,97,54,232,"Marathon County, Wisconsin",55073
1026,Wisconsin,Milwaukee,2018,365,0,151,71,184,"Milwaukee County, Wisconsin",55079
1027,Wisconsin,Oneida,2018,365,0,69,16,0,"Oneida County, Wisconsin",55085
1028,Wisconsin,Outagamie,2018,365,0,132,67,187,"Outagamie County, Wisconsin",55087
1029,Wisconsin,Ozaukee,2018,363,0,169,66,225,"Ozaukee County, Wisconsin",55089
1030,Wisconsin,Racine,2018,236,0,161,77,236,"Racine County, Wisconsin",55101
1031,Wisconsin,Rock,2018,246,0,133,54,246,"Rock County, Wisconsin",55105
1032,Wisconsin,Sauk,2018,365,0,122,59,209,"Sauk County, Wisconsin",55111
1033,Wisconsin,Sheboygan,2018,239,0,185,84,239,"Sheboygan County, Wisconsin",55117
1034,Wisconsin,Taylor,2018,365,0,93,58,266,"Taylor County, Wisconsin",55119
1035,Wisconsin,Vilas,2018,360,0,100,52,206,"Vilas County, Wisconsin",55125
1036,Wisconsin,Walworth,2018,237,0,126,58,237,"Walworth County, Wisconsin",55127
1037,Wisconsin,Waukesha,2018,365,0,122,64,177,"Waukesha County, Wisconsin",55133
1038,Wyoming,Albany,2018,365,0,115,74,296,"Albany County, Wyoming",56001
1039,Wyoming,Big Horn,2018,348,0,84,51,348,"Big Horn County, Wyoming",56003
1040,Wyoming,Campbell,2018,365,0,169,64,231,"Campbell County, Wyoming",56005
1041,Wyoming,Carbon,2018,365,0,90,61,341,"Carbon County, Wyoming",56007
1042,Wyoming,Converse,2018,365,0,102,55,329,"Converse County, Wyoming",56009
1043,Wyoming,Fremont,2018,365,0,120,67,325,"Fremont County, Wyoming",56013
1044,Wyoming,Johnson,2018,228,0,90,57,215,"Johnson County, Wyoming",56019
1045,Wyoming,Laramie,2018,365,0,109,61,332,"Laramie County, Wyoming",56021
1046,Wyoming,Lincoln,2018,365,0,82,44,0,"Lincoln County, Wyoming",56023
1047,Wyoming,Natrona,2018,365,0,90,58,345,"Natrona County, Wyoming",56025
1048,Wyoming,Park,2018,212,0,136,42,122,"Park County, Wyoming",56029
1049,Wyoming,Platte,2018,61,0,55,36,0,"Platte County, Wyoming",56031
1050,Wyoming,Sheridan,2018,365,0,123,67,303,"Sheridan County, Wyoming",56033
1051,Wyoming,Sublette,2018,365,0,97,71,342,"Sublette County, Wyoming",56035
1052,Wyoming,Sweetwater,2018,365,0,163,74,287,"Sweetwater County, Wyoming",56037
1053,Wyoming,Teton,2018,365,0,106,61,340,"Teton County, Wyoming",56039
1054,Wyoming,Uinta,2018,365,0,108,61,354,"Uinta County, Wyoming",56041
1055,Wyoming,Weston,2018,365,0,101,54,340,"Weston County, Wyoming",56045
