,State,County,Year,Days with AQI,Hazardous Days,Max AQI,90th Percentile AQI,Days Ozone,cnty_state,county_id_fips
0,Alabama,Baldwin,2018,270,0,97,50,214,"Baldwin County, Alabama",01003
1,Alabama,Clay,2018,110,0,64,45,0,"Clay County, Alabama",01027
2,Alabama,Colbert,2018,277,0,93,50,209,"Colbert County, Alabama",01033
3,Alabama,DeKalb,2018,350,0,84,50,317,"DeKalb County, Alabama",01049
4,Alabama,Elmore,2018,222,0,71,49,222,"Elmore County, Alabama",01051
5,Alabama,Etowah,2018,324,0,153,61,179,"Etowah County, Alabama",01055
6,Alabama,Houston,2018,277,0,80,51,211,"Houston County, Alabama",01069
7,Alabama,Jefferson,2018,365,0,156,74,100,"Jefferson County, Alabama",01073
8,Alabama,Lawrence,2018,118,0,61,45,0,"Lawrence County, Alabama",01079
9,Alabama,Madison,2018,365,0,115,58,130,"Madison County, Alabama",01089
10,Alabama,Mobile,2018,365,0,105,57,150,"Mobile County, Alabama",01097
11,Alabama,Montgomery,2018,324,0,93,66,43,"Montgomery County, Alabama",01101
12,Alabama,Morgan,2018,364,0,100,54,176,"Morgan County, Alabama",01103
13,Alabama,Russell,2018,364,0,99,61,115,"Russell County, Alabama",01113
14,Alabama,Shelby,2018,363,0,124,50,232,"Shelby County, Alabama",01117
15,Alabama,Sumter,2018,365,0,77,47,222,"Sumter County, Alabama",01119
16,Alabama,Tuscaloosa,2018,320,0,115,56,195,"Tuscaloosa County, Alabama",01125
17,Alaska,Aleutians East ,2018,120,0,34,21,0,"Aleutians East  County, Alaska",
18,Alaska,Anchorage ,2018,365,0,87,57,0,"Anchorage  County, Alaska",
19,Alaska,Bethel ,2018,202,0,77,33,0,"Bethel  County, Alaska",
20,Alaska,Denali ,2018,364,0,58,44,363,"Denali  County, Alaska",
21,Alaska,Fairbanks North Star ,2018,365,0,156,103,113,"Fairbanks North Star  County, Alaska",
22,Alaska,Juneau ,2018,352,0,83,54,0,"Juneau  County, Alaska",
23,Alaska,Kenai Peninsula ,2018,120,0,27,15,0,"Kenai Peninsula  County, Alaska",
24,Alaska,Matanuska-Susitna ,2018,365,0,151,53,221,"Matanuska-Susitna  County, Alaska",
25,Arizona,Apache,2018,358,0,55,26,0,"Apache County, Arizona",04001
26,Arizona,Cochise,2018,365,0,90,63,313,"Cochise County, Arizona",04003
27,Arizona,Coconino,2018,365,0,126,77,358,"Coconino County, Arizona",04005
28,Arizona,Gila,2018,365,0,184,117,161,"Gila County, Arizona",04007
29,Arizona,La Paz,2018,364,0,105,70,351,"La Paz County, Arizona",04012
30,Arizona,Maricopa,2018,365,0,249,115,184,"Maricopa County, Arizona",04013
31,Arizona,Mohave,2018,363,0,105,33,0,"Mohave County, Arizona",04015
32,Arizona,Navajo,2018,363,0,115,74,353,"Navajo County, Arizona",04017
33,Arizona,Pima,2018,365,0,129,84,255,"Pima County, Arizona",04019
34,Arizona,Pinal,2018,365,8,996,108,131,"Pinal County, Arizona",04021
35,Arizona,Santa Cruz,2018,365,0,183,59,0,"Santa Cruz County, Arizona",04023
36,Arizona,Yavapai,2018,365,0,101,61,363,"Yavapai County, Arizona",04025
37,Arizona,Yuma,2018,365,0,169,80,235,"Yuma County, Arizona",04027
38,Arkansas,Arkansas,2018,118,0,90,54,0,"Arkansas County, Arkansas",05001
39,Arkansas,Ashley,2018,121,0,103,52,0,"Ashley County, Arkansas",05003
40,Arkansas,Clark,2018,361,0,87,46,361,"Clark County, Arkansas",05019
41,Arkansas,Craighead,2018,90,0,72,56,0,"Craighead County, Arkansas",05031
42,Arkansas,Crittenden,2018,365,0,115,60,187,"Crittenden County, Arkansas",05035
43,Arkansas,Garland,2018,121,0,86,54,0,"Garland County, Arkansas",05051
44,Arkansas,Jackson,2018,122,0,71,53,0,"Jackson County, Arkansas",05067
45,Arkansas,Newton,2018,364,0,84,48,352,"Newton County, Arkansas",05101
46,Arkansas,Polk,2018,363,0,93,54,311,"Polk County, Arkansas",05113
47,Arkansas,Pulaski,2018,365,0,122,64,146,"Pulaski County, Arkansas",05119
48,Arkansas,Union,2018,365,0,122,59,0,"Union County, Arkansas",05139
49,Arkansas,Washington,2018,365,0,87,64,216,"Washington County, Arkansas",05143
50,California,Alameda,2018,365,0,223,76,72,"Alameda County, California",06001
51,California,Amador,2018,364,0,129,71,364,"Amador County, California",06005
52,California,Butte,2018,365,4,445,104,203,"Butte County, California",06007
53,California,Calaveras,2018,364,0,157,87,141,"Calaveras County, California",06009
54,California,Colusa,2018,365,0,274,81,176,"Colusa County, California",06011
55,California,Contra Costa,2018,365,0,245,71,107,"Contra Costa County, California",06013
56,California,Del Norte,2018,180,0,77,52,0,"Del Norte County, California",06015
57,California,El Dorado,2018,365,0,203,101,353,"El Dorado County, California",06017
58,California,Fresno,2018,365,0,185,133,231,"Fresno County, California",06019
59,California,Glenn,2018,363,0,230,69,154,"Glenn County, California",06021
60,California,Humboldt,2018,365,0,163,53,251,"Humboldt County, California",06023
61,California,Imperial,2018,365,0,286,108,129,"Imperial County, California",06025
62,California,Inyo,2018,365,1,624,101,311,"Inyo County, California",06027
63,California,Kern,2018,365,0,190,142,246,"Kern County, California",06029
64,California,Kings,2018,365,0,180,114,186,"Kings County, California",06031
65,California,Lake,2018,357,0,208,43,344,"Lake County, California",06033
66,California,Los Angeles,2018,365,0,201,130,175,"Los Angeles County, California",06037
67,California,Madera,2018,365,0,165,100,210,"Madera County, California",06039
68,California,Marin,2018,365,0,218,58,135,"Marin County, California",06041
69,California,Mariposa,2018,365,1,301,108,265,"Mariposa County, California",06043
70,California,Mendocino,2018,364,1,314,64,151,"Mendocino County, California",06045
71,California,Merced,2018,365,0,171,101,196,"Merced County, California",06047
72,California,Mono,2018,365,2,994,84,0,"Mono County, California",06051
73,California,Monterey,2018,365,0,155,52,212,"Monterey County, California",06053
74,California,Napa,2018,364,0,183,61,165,"Napa County, California",06055
75,California,Nevada,2018,363,0,196,87,327,"Nevada County, California",06057
76,California,Orange,2018,365,0,157,85,190,"Orange County, California",06059
77,California,Placer,2018,365,0,223,84,220,"Placer County, California",06061
78,California,Plumas,2018,350,0,159,84,0,"Plumas County, California",06063
79,California,Riverside,2018,365,0,296,153,229,"Riverside County, California",06065
80,California,Sacramento,2018,365,1,314,100,202,"Sacramento County, California",06067
81,California,San Benito,2018,365,0,143,61,321,"San Benito County, California",06069
82,California,San Bernardino,2018,365,0,221,164,215,"San Bernardino County, California",06071
83,California,San Diego,2018,365,0,143,100,202,"San Diego County, California",06073
84,California,San Francisco,2018,365,0,228,61,126,"San Francisco County, California",06075
85,California,San Joaquin,2018,365,1,308,99,154,"San Joaquin County, California",06077
86,California,San Luis Obispo,2018,365,0,133,74,234,"San Luis Obispo County, California",06079
87,California,San Mateo,2018,365,0,185,56,138,"San Mateo County, California",06081
88,California,Santa Barbara,2018,365,0,114,64,266,"Santa Barbara County, California",06083
89,California,Santa Clara,2018,365,0,194,71,166,"Santa Clara County, California",06085
90,California,Santa Cruz,2018,365,0,170,50,221,"Santa Cruz County, California",06087
91,California,Shasta,2018,365,0,190,82,343,"Shasta County, California",06089
92,California,Siskiyou,2018,365,0,196,119,241,"Siskiyou County, California",06093
93,California,Solano,2018,365,0,247,64,184,"Solano County, California",06095
94,California,Sonoma,2018,365,0,226,52,280,"Sonoma County, California",06097
95,California,Stanislaus,2018,365,0,240,108,203,"Stanislaus County, California",06099
96,California,Sutter,2018,365,1,335,100,166,"Sutter County, California",06101
97,California,Tehama,2018,365,0,190,95,239,"Tehama County, California",06103
98,California,Trinity,2018,291,0,191,79,0,"Trinity County, California",06105
99,California,Tulare,2018,365,0,174,140,233,"Tulare County, California",06107
100,California,Tuolumne,2018,348,0,154,80,348,"Tuolumne County, California",06109
101,California,Ventura,2018,365,0,166,87,213,"Ventura County, California",06111
102,California,Yolo,2018,365,0,235,67,249,"Yolo County, California",06113
103,Colorado,Adams,2018,365,0,130,74,146,"Adams County, Colorado",08001
104,Colorado,Alamosa,2018,360,0,235,33,0,"Alamosa County, Colorado",08003
105,Colorado,Arapahoe,2018,365,0,156,87,354,"Arapahoe County, Colorado",08005
106,Colorado,Archuleta,2018,365,0,97,50,331,"Archuleta County, Colorado",08007
107,Colorado,Boulder,2018,362,0,159,96,285,"Boulder County, Colorado",08013
108,Colorado,Chaffee,2018,164,0,161,87,164,"Chaffee County, Colorado",08015
109,Colorado,Clear Creek,2018,291,0,164,100,291,"Clear Creek County, Colorado",08019
110,Colorado,Delta,2018,297,0,83,47,213,"Delta County, Colorado",08029
111,Colorado,Denver,2018,365,0,150,80,142,"Denver County, Colorado",08031
112,Colorado,Douglas,2018,364,0,156,97,302,"Douglas County, Colorado",08035
113,Colorado,El Paso,2018,365,0,119,84,329,"El Paso County, Colorado",08041
114,Colorado,Fremont,2018,20,0,36,20,0,"Fremont County, Colorado",08043
115,Colorado,Garfield,2018,365,0,151,87,362,"Garfield County, Colorado",08045
116,Colorado,Grand,2018,166,0,151,67,166,"Grand County, Colorado",08049
117,Colorado,Gunnison,2018,365,0,156,77,354,"Gunnison County, Colorado",08051
118,Colorado,Jackson,2018,116,0,60,20,0,"Jackson County, Colorado",08057
119,Colorado,Jefferson,2018,365,0,151,101,365,"Jefferson County, Colorado",08059
120,Colorado,La Plata,2018,365,0,218,80,330,"La Plata County, Colorado",08067
121,Colorado,Larimer,2018,365,0,169,97,322,"Larimer County, Colorado",08069
122,Colorado,Mesa,2018,365,0,150,80,301,"Mesa County, Colorado",08077
123,Colorado,Moffat,2018,331,0,108,61,331,"Moffat County, Colorado",08081
124,Colorado,Montezuma,2018,359,0,115,71,356,"Montezuma County, Colorado",08083
125,Colorado,Montrose,2018,326,0,122,64,326,"Montrose County, Colorado",08085
126,Colorado,Park,2018,324,0,174,90,323,"Park County, Colorado",08093
127,Colorado,Pitkin,2018,123,0,43,27,0,"Pitkin County, Colorado",08097
128,Colorado,Prowers,2018,359,0,103,31,0,"Prowers County, Colorado",08099
129,Colorado,Pueblo,2018,123,0,101,39,0,"Pueblo County, Colorado",08101
130,Colorado,Rio Blanco,2018,365,0,108,71,329,"Rio Blanco County, Colorado",08103
131,Colorado,Routt,2018,355,0,51,30,0,"Routt County, Colorado",08107
132,Colorado,San Juan,2018,118,0,100,25,0,"San Juan County, Colorado",08111
133,Colorado,San Miguel,2018,238,0,101,71,181,"San Miguel County, Colorado",08113
134,Colorado,Teller,2018,160,0,133,97,160,"Teller County, Colorado",08119
135,Colorado,Weld,2018,365,0,133,87,264,"Weld County, Colorado",08123
136,Connecticut,Fairfield,2018,365,0,185,80,196,"Fairfield County, Connecticut",09001
137,Connecticut,Hartford,2018,365,0,143,61,193,"Hartford County, Connecticut",09003
138,Connecticut,Litchfield,2018,363,0,133,53,327,"Litchfield County, Connecticut",09005
139,Connecticut,Middlesex,2018,208,0,126,67,208,"Middlesex County, Connecticut",09007
140,Connecticut,New Haven,2018,365,0,156,68,205,"New Haven County, Connecticut",09009
141,Connecticut,New London,2018,315,0,140,50,189,"New London County, Connecticut",09011
142,Connecticut,Tolland,2018,213,0,140,54,213,"Tolland County, Connecticut",09013
143,Connecticut,Windham,2018,358,0,129,47,358,"Windham County, Connecticut",09015
144,Country Of Mexico,BAJA CALIFORNIA NORTE,2018,152,1,369,139,0,"BAJA CALIFORNIA NORTE County, Country Of Mexico",
145,Country Of Mexico,SONORA,2018,362,0,119,51,362,"SONORA County, Country Of Mexico",
146,Delaware,Kent,2018,365,0,133,55,277,"Kent County, Delaware",10001
147,Delaware,New Castle,2018,365,0,150,67,230,"New Castle County, Delaware",10003
148,Delaware,Sussex,2018,365,0,140,58,295,"Sussex County, Delaware",10005
149,District Of Columbia,District of Columbia,2018,365,0,164,71,184,"District of Columbia County, District Of Columbia",11001
150,Florida,Alachua,2018,364,0,90,48,293,"Alachua County, Florida",12001
151,Florida,Baker,2018,360,0,87,46,360,"Baker County, Florida",12003
152,Florida,Bay,2018,323,0,126,54,189,"Bay County, Florida",12005
153,Florida,Brevard,2018,365,0,129,50,284,"Brevard County, Florida",12009
154,Florida,Broward,2018,365,0,100,57,162,"Broward County, Florida",12011
155,Florida,Citrus,2018,359,0,71,51,0,"Citrus County, Florida",12017
156,Florida,Collier,2018,365,0,80,54,246,"Collier County, Florida",12021
157,Florida,Columbia,2018,359,0,111,53,218,"Columbia County, Florida",12023
158,Florida,Duval,2018,365,0,155,63,149,"Duval County, Florida",12031
159,Florida,Escambia,2018,365,0,93,54,342,"Escambia County, Florida",12033
160,Florida,Flagler,2018,345,0,77,47,345,"Flagler County, Florida",12035
161,Florida,Hamilton,2018,359,0,65,48,0,"Hamilton County, Florida",12047
162,Florida,Highlands,2018,351,0,108,47,351,"Highlands County, Florida",12055
163,Florida,Hillsborough,2018,365,0,122,61,166,"Hillsborough County, Florida",12057
164,Florida,Holmes,2018,346,0,79,52,196,"Holmes County, Florida",12059
165,Florida,Indian River,2018,356,0,101,49,356,"Indian River County, Florida",12061
166,Florida,Lake,2018,363,0,101,49,363,"Lake County, Florida",12069
167,Florida,Lee,2018,365,0,106,53,294,"Lee County, Florida",12071
168,Florida,Leon,2018,355,0,97,56,149,"Leon County, Florida",12073
169,Florida,Liberty,2018,284,0,71,47,284,"Liberty County, Florida",12077
170,Florida,Manatee,2018,365,0,119,50,365,"Manatee County, Florida",12081
171,Florida,Marion,2018,365,0,90,51,229,"Marion County, Florida",12083
172,Florida,Martin,2018,365,0,112,50,232,"Martin County, Florida",12085
173,Florida,Miami-Dade,2018,365,0,126,58,139,"Miami-Dade County, Florida",12086
174,Florida,Nassau,2018,354,0,106,48,0,"Nassau County, Florida",12089
175,Florida,Okaloosa,2018,353,0,80,49,345,"Okaloosa County, Florida",12091
176,Florida,Orange,2018,365,0,151,52,285,"Orange County, Florida",12095
177,Florida,Osceola,2018,365,0,126,50,365,"Osceola County, Florida",12097
178,Florida,Palm Beach,2018,365,0,91,52,219,"Palm Beach County, Florida",12099
179,Florida,Pasco,2018,365,0,129,54,365,"Pasco County, Florida",12101
180,Florida,Pinellas,2018,365,0,100,54,220,"Pinellas County, Florida",12103
181,Florida,Polk,2018,365,0,112,52,275,"Polk County, Florida",12105
182,Florida,Putnam,2018,345,0,51,23,0,"Putnam County, Florida",12107
183,Florida,Santa Rosa,2018,363,0,90,54,221,"Santa Rosa County, Florida",12113
184,Florida,Sarasota,2018,365,0,97,55,231,"Sarasota County, Florida",12115
185,Florida,Seminole,2018,365,0,150,54,303,"Seminole County, Florida",12117
186,Florida,St. Lucie,2018,360,0,100,47,360,"St. Lucie County, Florida",12111
187,Florida,Volusia,2018,365,0,80,50,274,"Volusia County, Florida",12127
188,Florida,Wakulla,2018,353,0,98,54,224,"Wakulla County, Florida",12129
189,Georgia,Bibb,2018,365,0,106,56,168,"Bibb County, Georgia",13021
190,Georgia,Charlton,2018,114,0,60,34,0,"Charlton County, Georgia",13049
191,Georgia,Chatham,2018,365,0,82,54,104,"Chatham County, Georgia",13051
192,Georgia,Chattooga,2018,245,0,87,50,245,"Chattooga County, Georgia",13055
193,Georgia,Clarke,2018,332,0,105,58,151,"Clarke County, Georgia",13059
194,Georgia,Clayton,2018,120,0,67,54,0,"Clayton County, Georgia",13063
195,Georgia,Cobb,2018,286,0,100,58,225,"Cobb County, Georgia",13067
196,Georgia,Coffee,2018,116,0,65,37,0,"Coffee County, Georgia",13069
197,Georgia,Columbia,2018,245,0,90,50,245,"Columbia County, Georgia",13073
198,Georgia,Dawson,2018,245,0,108,50,245,"Dawson County, Georgia",13085
199,Georgia,DeKalb,2018,365,0,100,58,147,"DeKalb County, Georgia",13089
200,Georgia,Dougherty,2018,357,0,137,57,0,"Dougherty County, Georgia",13095
201,Georgia,Douglas,2018,242,0,93,51,242,"Douglas County, Georgia",13097
202,Georgia,Floyd,2018,364,0,80,59,0,"Floyd County, Georgia",13115
203,Georgia,Fulton,2018,365,0,133,66,114,"Fulton County, Georgia",13121
204,Georgia,Glynn,2018,272,0,74,46,225,"Glynn County, Georgia",13127
205,Georgia,Gwinnett,2018,361,0,87,62,122,"Gwinnett County, Georgia",13135
206,Georgia,Hall,2018,322,0,68,52,0,"Hall County, Georgia",13139
207,Georgia,Henry,2018,354,0,115,58,187,"Henry County, Georgia",13151
208,Georgia,Houston,2018,322,0,108,58,0,"Houston County, Georgia",13153
209,Georgia,Lowndes,2018,315,0,93,54,0,"Lowndes County, Georgia",13185
210,Georgia,Murray,2018,271,0,100,51,222,"Murray County, Georgia",13213
211,Georgia,Muscogee,2018,364,0,98,55,178,"Muscogee County, Georgia",13215
212,Georgia,Pike,2018,288,0,115,46,288,"Pike County, Georgia",13231
213,Georgia,Richmond,2018,364,0,150,59,106,"Richmond County, Georgia",13245
214,Georgia,Rockdale,2018,243,0,112,61,243,"Rockdale County, Georgia",13247
215,Georgia,Sumter,2018,241,0,80,50,241,"Sumter County, Georgia",13261
216,Georgia,Walker,2018,347,0,72,56,0,"Walker County, Georgia",13295
217,Georgia,Washington,2018,121,0,67,50,0,"Washington County, Georgia",13303
218,Hawaii,Hawaii,2018,365,0,249,200,0,"Hawaii County, Hawaii",15001
219,Hawaii,Honolulu,2018,365,0,75,41,241,"Honolulu County, Hawaii",15003
220,Hawaii,Kauai,2018,355,0,48,29,0,"Kauai County, Hawaii",15007
221,Hawaii,Maui,2018,361,0,73,29,0,"Maui County, Hawaii",15009
222,Idaho,Ada,2018,365,0,134,69,267,"Ada County, Idaho",16001
223,Idaho,Bannock,2018,365,0,174,57,0,"Bannock County, Idaho",16005
224,Idaho,Benewah,2018,361,0,161,78,0,"Benewah County, Idaho",16009
225,Idaho,Blaine,2018,363,0,143,48,0,"Blaine County, Idaho",16013
226,Idaho,Boise,2018,365,0,130,67,0,"Boise County, Idaho",16015
227,Idaho,Bonner,2018,363,0,245,60,0,"Bonner County, Idaho",16017
228,Idaho,Bonneville,2018,352,0,154,55,0,"Bonneville County, Idaho",16019
229,Idaho,Butte,2018,363,0,115,54,354,"Butte County, Idaho",16023
230,Idaho,Canyon,2018,365,0,134,65,0,"Canyon County, Idaho",16027
231,Idaho,Caribou,2018,363,0,55,17,0,"Caribou County, Idaho",16029
232,Idaho,Custer,2018,90,0,128,19,0,"Custer County, Idaho",16037
233,Idaho,Franklin,2018,319,0,124,56,0,"Franklin County, Idaho",16041
234,Idaho,Idaho,2018,365,0,134,60,231,"Idaho County, Idaho",16049
235,Idaho,Jerome,2018,320,0,145,51,0,"Jerome County, Idaho",16053
236,Idaho,Kootenai,2018,331,0,204,60,0,"Kootenai County, Idaho",16055
237,Idaho,Latah,2018,365,0,176,40,0,"Latah County, Idaho",16057
238,Idaho,Lemhi,2018,360,0,121,70,0,"Lemhi County, Idaho",16059
239,Idaho,Nez Perce,2018,365,0,179,63,0,"Nez Perce County, Idaho",16069
240,Idaho,Shoshone,2018,365,0,153,83,0,"Shoshone County, Idaho",16079
241,Idaho,Twin Falls,2018,355,0,151,55,0,"Twin Falls County, Idaho",16083
242,Idaho,Valley,2018,353,0,108,58,0,"Valley County, Idaho",16085
243,Illinois,Adams,2018,245,0,87,49,245,"Adams County, Illinois",17001
244,Illinois,Champaign,2018,365,0,112,61,222,"Champaign County, Illinois",17019
245,Illinois,Clark,2018,359,0,101,48,359,"Clark County, Illinois",17023
246,Illinois,Cook,2018,365,0,177,84,120,"Cook County, Illinois",17031
247,Illinois,DuPage,2018,361,0,112,69,135,"DuPage County, Illinois",17043
248,Illinois,Effingham,2018,245,0,112,51,245,"Effingham County, Illinois",17049
249,Illinois,Hamilton,2018,362,0,105,59,170,"Hamilton County, Illinois",17065
250,Illinois,Jersey,2018,356,0,122,64,195,"Jersey County, Illinois",17083
251,Illinois,Jo Daviess,2018,344,0,119,47,344,"Jo Daviess County, Illinois",17085
252,Illinois,Kane,2018,364,0,122,61,310,"Kane County, Illinois",17089
253,Illinois,La Salle,2018,362,0,62,6,0,"La Salle County, Illinois",
254,Illinois,Lake,2018,352,0,164,58,352,"Lake County, Illinois",17097
255,Illinois,Macon,2018,365,0,126,80,98,"Macon County, Illinois",17115
256,Illinois,Macoupin,2018,364,0,115,50,244,"Macoupin County, Illinois",17117
257,Illinois,Madison,2018,365,0,154,72,206,"Madison County, Illinois",17119
258,Illinois,McHenry,2018,362,0,122,70,240,"McHenry County, Illinois",17111
259,Illinois,McLean,2018,365,0,108,64,167,"McLean County, Illinois",17113
260,Illinois,Monroe,2018,365,0,41,9,0,"Monroe County, Illinois",17133
261,Illinois,Peoria,2018,365,0,101,64,192,"Peoria County, Illinois",17143
262,Illinois,Randolph,2018,363,0,129,57,185,"Randolph County, Illinois",17157
263,Illinois,Rock Island,2018,365,0,101,59,231,"Rock Island County, Illinois",17161
264,Illinois,Saint Clair,2018,364,0,174,64,146,"Saint Clair County, Illinois",17163
265,Illinois,Sangamon,2018,363,0,122,63,197,"Sangamon County, Illinois",17167
266,Illinois,Tazewell,2018,137,0,27,4,0,"Tazewell County, Illinois",17179
267,Illinois,Wabash,2018,363,0,61,14,0,"Wabash County, Illinois",17185
268,Illinois,Will,2018,365,0,126,67,216,"Will County, Illinois",17197
269,Illinois,Winnebago,2018,362,0,151,54,346,"Winnebago County, Illinois",17201
270,Indiana,Allen,2018,365,0,122,66,216,"Allen County, Indiana",18003
271,Indiana,Bartholomew,2018,365,0,108,61,242,"Bartholomew County, Indiana",18005
272,Indiana,Boone,2018,365,0,112,54,365,"Boone County, Indiana",18011
273,Indiana,Brown,2018,363,0,97,48,363,"Brown County, Indiana",18013
274,Indiana,Carroll,2018,359,0,115,48,359,"Carroll County, Indiana",18015
275,Indiana,Clark,2018,357,0,122,59,305,"Clark County, Indiana",18019
276,Indiana,Daviess,2018,325,0,21,6,0,"Daviess County, Indiana",18027
277,Indiana,Delaware,2018,361,0,129,54,317,"Delaware County, Indiana",18035
278,Indiana,Dubois,2018,119,0,87,58,0,"Dubois County, Indiana",18037
279,Indiana,Elkhart,2018,363,0,105,58,194,"Elkhart County, Indiana",18039
280,Indiana,Floyd,2018,359,0,143,52,323,"Floyd County, Indiana",18043
281,Indiana,Gibson,2018,363,0,84,23,0,"Gibson County, Indiana",18051
282,Indiana,Greene,2018,361,0,129,56,322,"Greene County, Indiana",18055
283,Indiana,Hamilton,2018,365,0,129,59,227,"Hamilton County, Indiana",18057
284,Indiana,Hendricks,2018,365,0,108,48,365,"Hendricks County, Indiana",18063
285,Indiana,Henry,2018,116,0,111,55,0,"Henry County, Indiana",18065
286,Indiana,Howard,2018,365,0,108,58,214,"Howard County, Indiana",18067
287,Indiana,Huntington,2018,358,0,97,46,358,"Huntington County, Indiana",18069
288,Indiana,Jackson,2018,341,0,90,47,341,"Jackson County, Indiana",18071
289,Indiana,Knox,2018,357,0,122,54,357,"Knox County, Indiana",18083
290,Indiana,LaPorte,2018,363,0,161,61,335,"LaPorte County, Indiana",18091
291,Indiana,Lake,2018,365,0,151,66,113,"Lake County, Indiana",18089
292,Indiana,Madison,2018,365,0,136,59,211,"Madison County, Indiana",18095
293,Indiana,Marion,2018,365,0,156,70,124,"Marion County, Indiana",18097
294,Indiana,Monroe,2018,335,0,97,58,0,"Monroe County, Indiana",18105
295,Indiana,Morgan,2018,365,0,110,51,342,"Morgan County, Indiana",18109
296,Indiana,Perry,2018,350,0,80,50,350,"Perry County, Indiana",18123
297,Indiana,Pike,2018,361,0,33,9,0,"Pike County, Indiana",18125
298,Indiana,Porter,2018,365,0,161,62,211,"Porter County, Indiana",18127
299,Indiana,Posey,2018,360,0,100,50,360,"Posey County, Indiana",18129
300,Indiana,Shelby,2018,361,0,112,49,361,"Shelby County, Indiana",18145
301,Indiana,Spencer,2018,121,0,85,56,0,"Spencer County, Indiana",18147
302,Indiana,St. Joseph,2018,365,0,133,64,183,"St. Joseph County, Indiana",18141
303,Indiana,Sullivan,2018,181,0,91,57,0,"Sullivan County, Indiana",18153
304,Indiana,Tippecanoe,2018,345,0,78,54,0,"Tippecanoe County, Indiana",18157
305,Indiana,Vanderburgh,2018,365,0,143,63,199,"Vanderburgh County, Indiana",18163
306,Indiana,Vigo,2018,365,0,115,64,202,"Vigo County, Indiana",18167
307,Indiana,Wabash,2018,362,0,129,54,362,"Wabash County, Indiana",18169
308,Indiana,Warrick,2018,365,0,126,51,365,"Warrick County, Indiana",18173
309,Indiana,Whitley,2018,348,0,81,54,0,"Whitley County, Indiana",18183
310,Iowa,Black Hawk,2018,365,0,82,61,0,"Black Hawk County, Iowa",19013
311,Iowa,Bremer,2018,245,0,112,50,245,"Bremer County, Iowa",19017
312,Iowa,Cerro Gordo,2018,115,0,46,31,0,"Cerro Gordo County, Iowa",19033
313,Iowa,Clinton,2018,365,0,100,64,145,"Clinton County, Iowa",19045
314,Iowa,Harrison,2018,245,0,101,58,245,"Harrison County, Iowa",19085
315,Iowa,Johnson,2018,362,0,92,56,0,"Johnson County, Iowa",19103
316,Iowa,Lee,2018,121,0,76,56,0,"Lee County, Iowa",19111
317,Iowa,Linn,2018,365,0,129,64,150,"Linn County, Iowa",19113
318,Iowa,Montgomery,2018,365,0,93,60,149,"Montgomery County, Iowa",19137
319,Iowa,Muscatine,2018,365,0,95,62,0,"Muscatine County, Iowa",19139
320,Iowa,Palo Alto,2018,365,0,115,62,160,"Palo Alto County, Iowa",19147
321,Iowa,Polk,2018,365,0,112,60,225,"Polk County, Iowa",19153
322,Iowa,Pottawattamie,2018,124,0,102,56,0,"Pottawattamie County, Iowa",19155
323,Iowa,Scott,2018,365,0,108,69,66,"Scott County, Iowa",19163
324,Iowa,Van Buren,2018,359,0,100,58,178,"Van Buren County, Iowa",19177
325,Iowa,Woodbury,2018,122,0,92,53,0,"Woodbury County, Iowa",19193
326,Kansas,Chase,2018,116,0,63,43,0,"Chase County, Kansas",20017
327,Kansas,Ford,2018,354,0,129,41,0,"Ford County, Kansas",20057
328,Kansas,Johnson,2018,363,0,91,59,274,"Johnson County, Kansas",20091
329,Kansas,Leavenworth,2018,362,0,100,51,362,"Leavenworth County, Kansas",20103
330,Kansas,Neosho,2018,359,0,87,54,303,"Neosho County, Kansas",20133
331,Kansas,Sedgwick,2018,365,0,100,62,231,"Sedgwick County, Kansas",20173
332,Kansas,Shawnee,2018,365,0,99,63,181,"Shawnee County, Kansas",20177
333,Kansas,Sherman,2018,350,0,91,31,0,"Sherman County, Kansas",20181
334,Kansas,Sumner,2018,365,0,90,56,312,"Sumner County, Kansas",20191
335,Kansas,Trego,2018,365,0,130,60,324,"Trego County, Kansas",20195
336,Kansas,Wyandotte,2018,365,0,172,68,180,"Wyandotte County, Kansas",20209
337,Kentucky,Bell,2018,256,0,84,50,226,"Bell County, Kentucky",21013
338,Kentucky,Boone,2018,243,0,151,51,243,"Boone County, Kentucky",21015
339,Kentucky,Boyd,2018,365,0,119,55,159,"Boyd County, Kentucky",21019
340,Kentucky,Bullitt,2018,233,0,150,58,233,"Bullitt County, Kentucky",21029
341,Kentucky,Campbell,2018,352,0,101,56,160,"Campbell County, Kentucky",21037
342,Kentucky,Carter,2018,281,0,80,49,217,"Carter County, Kentucky",21043
343,Kentucky,Christian,2018,280,0,90,54,213,"Christian County, Kentucky",21047
344,Kentucky,Daviess,2018,357,0,112,58,144,"Daviess County, Kentucky",21059
345,Kentucky,Edmonson,2018,365,0,100,58,195,"Edmonson County, Kentucky",21061
346,Kentucky,Fayette,2018,365,0,87,59,111,"Fayette County, Kentucky",21067
347,Kentucky,Greenup,2018,360,0,119,46,238,"Greenup County, Kentucky",21089
348,Kentucky,Hancock,2018,125,0,97,48,125,"Hancock County, Kentucky",21091
349,Kentucky,Hardin,2018,361,0,100,61,121,"Hardin County, Kentucky",21093
350,Kentucky,Henderson,2018,365,0,120,77,122,"Henderson County, Kentucky",21101
